Rs_down,Rs_up,Rd_down,Rd_up,Rs_coverage,Rd_coverage,R_oracle,metric,cr,lambda
0.3153312652274915,0.6724680881263861,0.32201635852366944,0.6690117105715687,0.0,0.0,0.2878179384203481,m_y=0,0.045454545454545456,1.7
-0.5944525676051311,0.38987113636597914,-0.31611175036225986,0.11153031912310782,1.0,0.8,0.09283931910461385,m_a=0,0.045454545454545456,1.7
-0.3178236450727446,0.050452087500910126,-0.31782364507274447,0.05045208750091018,1.0,1.0,-0.18538587848932686,m_a=1,0.045454545454545456,1.7
-1.8675008164870968,12.589200740216123,3.1698721389970403,7.551827784731988,1.0,1.0,4.958715596330275,m_u,0.045454545454545456,1.7
0.11593088597167753,0.5235997543288963,0.20509531525626898,0.4700480356259556,1.0,1.0,0.37201646090534984,m_y=1,0.043478260869565216,1.7
0.31446671067784365,0.6713749467016457,0.32114196493624403,0.6679253242606263,0.0,0.0,0.2878179384203481,m_y=0,0.043478260869565216,1.7
-0.5926084079954942,0.39226800432985787,-0.3137715498184396,0.11343114615280321,1.0,0.8,0.09283931910461385,m_a=0,0.043478260869565216,1.7
-0.31921656865448983,0.04780493523968834,-0.31921656865448983,0.04780493523968839,1.0,1.0,-0.18538587848932686,m_a=1,0.043478260869565216,1.7
-1.9591987701780371,13.149163886987832,3.3165310204685623,7.873434096341233,1.0,1.0,5.189092762487258,m_u,0.043478260869565216,1.7
0.1168205629124937,0.5228727895004898,0.20556184452549692,0.469455092821502,1.0,1.0,0.37201646090534984,m_y=1,0.041666666666666664,1.7
0.3151879905724079,0.6707984274722516,0.3218393775423859,0.6673522437475263,0.0,0.0,0.2878179384203481,m_y=0,0.041666666666666664,1.7
-0.5912329472139506,0.3899759689572913,-0.3134658072381244,0.11220882898146516,1.0,0.6,0.09283931910461385,m_a=0,0.041666666666666664,1.7
-0.31803145512475506,0.04775827941847492,-0.318031455124755,0.04775827941847492,1.0,1.0,-0.18538587848932686,m_a=1,0.041666666666666664,1.7
-1.991577727430712,13.70724509736117,3.492412045303033,8.223255324627427,1.0,1.0,5.419469928644241,m_u,0.041666666666666664,1.7
0.11738153212056494,0.5225592562999563,0.20602576964241237,0.46932847993266147,1.0,1.0,0.37201646090534984,m_y=1,1.0,1.7
0.3168770480911341,0.6717540239076913,0.3235575679213121,0.6683080158848396,0.0,0.0,0.2878179384203481,m_y=0,1.0,1.7
-0.5853694858191423,0.3802998691735734,-0.3131171712826877,0.1080475546371189,1.0,0.6,0.09283931910461385,m_a=0,1.0,1.7
-0.32017286310489534,0.04462198551063401,-0.32017286310489534,0.04462198551063405,1.0,1.0,-0.18538587848932686,m_a=1,1.0,1.7
-0.4514179444478084,0.37394597706758415,-0.22745503126644356,0.14998306388621935,1.0,1.0,0.12079510703363916,m_u,1.0,1.7
