g,s,metric,Rs_down,Rs_up,Rd_down,Rd_up,Rs_coverage,Rd_coverage,R_oracle,selection_rate,size
x_black_65+ y.o.,5,m_u,-0.23578595719271556,0.044064824295112104,-0.17353573202408207,-0.01818540087352144,0.0,0.0,0.2657952069716776,0.3801742919389978,0.03109072375127421
x_black_65+ y.o.,5,m_y=0,0.4975335538602576,0.627772877810268,0.4977555194380262,0.6279670666006087,0.0,0.0,0.0,0.3801742919389978,0.03109072375127421
x_black_65+ y.o.,5,m_y=1,0.14629627919673338,0.28586959543171275,0.17803026443541356,0.2590868430886728,0.5,0.5,0.26936026936026936,0.3801742919389978,0.03109072375127421
x_black_65+ y.o.,6,m_a=0,-0.49518078448592795,-0.06693633652757397,-0.37182657015754855,-0.1902905508559533,0.5,0.0,0.018750000000000003,0.41434927697441604,0.03058103975535168
x_black_65+ y.o.,6,m_a=1,-0.039577526468182134,0.07583892919402663,-0.0395775264681821,0.07583892919402677,0.0,0.0,0.0,0.41434927697441604,0.03058103975535168
x_black_65+ y.o.,6,m_u,-0.2101243822412157,0.07664273596757826,-0.13668866755810022,0.0032070212844628188,0.0,0.0,0.18298109010011124,0.41434927697441604,0.03058103975535168
x_black_65+ y.o.,6,m_y=0,0.45304936254820694,0.5886895237386336,0.45326899156644374,0.5888731466423539,0.0,0.0,0.0,0.41434927697441604,0.03058103975535168
x_black_65+ y.o.,6,m_y=1,0.13629775367402233,0.2837099019779956,0.17534492899946894,0.24989140248026342,1.0,0.5,0.18620689655172412,0.41434927697441604,0.03058103975535168
x_black_65+ y.o.,7,m_a=0,-0.442420082200368,-0.008384277558139142,-0.3182597603350997,-0.13254459942340746,0.0,0.0,0.050021786492374716,0.37369337979094075,0.04230377166156983
x_black_65+ y.o.,7,m_a=1,-0.11054375810388767,0.01675876269121168,-0.1105437581038877,0.016758762691211702,1.0,1.0,0.0,0.37369337979094075,0.04230377166156983
x_black_65+ y.o.,7,m_u,-0.2493348001285216,0.05653572928067013,-0.17156793352457977,-0.02123113732327153,0.0,0.0,0.21660859465737514,0.37369337979094075,0.04230377166156983
x_black_65+ y.o.,7,m_y=0,0.44295395657288683,0.5800802843964545,0.44295395657288683,0.5800802843964545,0.0,0.0,0.0,0.37369337979094075,0.04230377166156983
x_black_65+ y.o.,7,m_y=1,0.12583749378195797,0.2744779870063342,0.16223782057551928,0.24351446689789563,1.0,1.0,0.23026315789473684,0.37369337979094075,0.04230377166156983
