g,s,metric,Rs_down,Rs_up,Rd_down,Rd_up,Rs_coverage,Rd_coverage,R_oracle,selection_rate,size
_Population,6,m_a=0,-0.3271735339254661,0.0641622488360093,-0.21811911867941497,-0.044892166410041935,0.5,0.0,0.08756627718623072,0.18399592252803262,1.0
_Population,6,m_a=1,-0.20119185856075056,-0.03431308222057766,-0.20119185856075045,-0.03431308222057757,1.0,1.0,-0.17175517379536498,0.18399592252803262,1.0
_Population,6,m_u,-0.2193905962899158,0.1266281090320157,-0.1302746191205819,0.03751213186268182,0.5,0.0,0.11365953109072373,0.18399592252803262,1.0
_Population,6,m_y=0,0.4262056417360678,0.5793584759290299,0.42899444946388743,0.5772719776657075,0.0,0.0,0.2672926613616269,0.18399592252803262,1.0
_Population,6,m_y=1,0.23735936629663157,0.4078764385158154,0.2685032568750036,0.3830499954099008,1.0,1.0,0.3503841278167551,0.18399592252803262,1.0
_Population,7,m_a=0,-0.3316247864613646,-0.028163543585658063,-0.2519493870328961,-0.10783894301412655,0.0,0.0,0.08585610078901659,0.18603465851172274,1.0
_Population,7,m_a=1,-0.21174030873140842,-0.05460257741826685,-0.21174030873140842,-0.05460257741826677,1.0,1.0,-0.17950523076101393,0.18603465851172274,1.0
_Population,7,m_u,-0.19168656419605457,0.09382723697892897,-0.12674821777252643,0.02888889055540103,0.0,0.0,0.10448521916411826,0.18603465851172274,1.0
_Population,7,m_y=0,0.48247917801065293,0.6252647770081554,0.4848568094628276,0.6235234155389328,0.0,0.0,0.2617042055789538,0.18603465851172274,1.0
_Population,7,m_y=1,0.25936193211611386,0.4182328394455609,0.28759229957981924,0.39582282810659963,1.0,1.0,0.3400673400673401,0.18603465851172274,1.0
_Population,8,m_a=0,-0.3130144286748202,-0.04095656066520742,-0.24283147216719203,-0.1111395171728356,0.0,0.0,0.08167205530030103,0.19979612640163097,1.0
_Population,8,m_a=1,-0.22915686722522388,-0.08383840500203127,-0.22915686722522383,-0.0838384050020312,1.0,1.0,-0.16077487693389597,0.19979612640163097,1.0
_Population,8,m_u,-0.18000352546698606,0.0770473582906353,-0.12389416748309623,0.020938000306745558,0.0,0.0,0.109072375127421,0.19979612640163097,1.0
_Population,8,m_y=0,0.48504208753332634,0.6263662619612305,0.48803201996109236,0.6241795017727176,0.0,0.0,0.2537724649259694,0.19979612640163097,1.0
_Population,8,m_y=1,0.23909047041050646,0.39519698260134273,0.26794494984045486,0.37215041851861347,1.0,1.0,0.3253437334743522,0.19979612640163097,1.0
_Population,9,m_a=0,-0.3296207015005467,-0.053760911384985954,-0.2599616082714826,-0.12342000461404995,0.0,0.0,0.07599193133364626,0.1906218144750255,1.0
